Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Customer Status
Female,38,Yes,0,9,69,Yes,5.27,No,No,Two Year,No,Bank Withdrawal,19.75,0.0,0,0
Male,38,Yes,3,6,72,Yes,32.22,Yes,Yes,Two Year,Yes,Credit Card,104.9,0.0,0,0
Female,46,No,0,0,23,Yes,18.12,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,0.0,0,0
Male,32,Yes,3,5,40,Yes,13.86,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,0.0,0,0
Female,44,No,0,0,70,Yes,16.93,Yes,Yes,Two Year,No,Credit Card,84.7,0.0,0,0
Female,68,Yes,0,10,70,Yes,38.5,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,0.0,0,0
Male,27,No,0,0,69,Yes,5.71,Yes,Yes,Two Year,Yes,Credit Card,110.05,23.16,0,0
Female,58,No,0,0,6,Yes,47.92,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,0.0,0,1
Male,55,No,0,0,72,Yes,45.41,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,0.0,0,0
Female,41,Yes,0,1,67,Yes,3.2,Yes,Yes,Two Year,No,Bank Withdrawal,86.15,0.0,0,0
Female,74,Yes,0,1,40,Yes,19.76,No,Yes,One Year,Yes,Credit Card,99.2,0.0,0,1
Female,20,Yes,1,1,19,Yes,31.58,Yes,No,Two Year,Yes,Bank Withdrawal,24.9,0.0,0,0
Male,25,No,0,0,70,No,25.69,No,Yes,Two Year,Yes,Mailed Check,40.05,0.0,0,0
Female,23,No,0,0,21,Yes,17.35,No,Yes,Two Year,No,Credit Card,71.05,16.91,140,0
Male,76,Yes,0,1,32,Yes,43.51,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,33.73,0,1
Male,69,Yes,1,1,29,Yes,49.36,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,0.0,0,0
Female,25,No,0,0,29,Yes,16.38,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,0.0,0,0
Female,22,Yes,0,0,25,Yes,29.81,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,0.0,80,0
Male,73,No,0,0,55,Yes,8.93,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,0.0,0,1
Female,54,Yes,0,4,55,Yes,33.66,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,0.0,0,0
Female,34,No,0,0,2,Yes,42.89,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,0.0,0,1
Male,58,No,0,0,62,Yes,22.64,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,0.0,0,1
Male,41,No,3,0,19,Yes,24.1,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,0.0,0,0
Female,61,Yes,1,7,7,Yes,5.01,No,No,Month-to-Month,No,Credit Card,20.65,0.0,0,0
Male,26,Yes,0,10,29,Yes,3.35,No,Yes,Month-to-Month,Yes,Credit Card,75.3,0.0,0,0
Male,47,Yes,0,4,29,No,25.69,No,Yes,Month-to-Month,No,Credit Card,33.75,0.0,0,0
Male,44,No,0,0,12,Yes,18.38,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,0.0,0,1
Female,25,No,2,0,50,Yes,37.52,No,Yes,One Year,Yes,Credit Card,70.8,0.0,0,0
Male,19,Yes,1,6,67,Yes,40.96,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.2,0.0,0,0
Female,63,Yes,0,1,33,Yes,14.34,Yes,Yes,Month-to-Month,No,Credit Card,86.15,0.0,0,1
Female,32,Yes,2,3,37,Yes,1.12,No,Yes,One Year,No,Bank Withdrawal,75.1,0.0,0,0
Female,44,Yes,0,5,64,Yes,6.81,Yes,No,Two Year,No,Credit Card,25.0,0.0,0,0
Male,21,No,0,0,1,Yes,32.85,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,0.0,0,1
Male,64,No,0,0,8,Yes,11.58,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,0.0,0,0
Male,57,No,0,0,9,Yes,2.88,No,Yes,Month-to-Month,No,Mailed Check,44.95,0.0,10,1
Female,31,Yes,0,1,48,No,25.69,No,Yes,One Year,No,Mailed Check,34.7,0.0,0,1
Female,39,No,0,0,38,Yes,20.14,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.15,0.0,0,0
Female,35,No,0,0,32,Yes,15.53,No,No,Month-to-Month,No,Bank Withdrawal,19.9,0.0,0,0
Female,34,No,0,0,10,Yes,43.26,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,0.0,0,1
Female,30,No,0,0,1,Yes,34.47,Yes,Yes,Month-to-Month,No,Credit Card,85.8,0.0,0,1
Female,21,Yes,0,5,3,Yes,23.26,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.2,0.0,20,1
Female,51,Yes,2,10,56,Yes,25.9,Yes,Yes,Two Year,No,Credit Card,81.25,0.0,0,0
Male,24,No,0,0,9,No,25.69,No,Yes,Month-to-Month,Yes,Mailed Check,24.6,0.0,0,0
Female,75,No,0,0,53,Yes,16.74,No,Yes,Month-to-Month,Yes,Credit Card,73.8,0.0,0,0
Female,35,No,0,0,63,Yes,27.38,No,Yes,One Year,No,Credit Card,58.55,0.0,0,0
Male,64,No,0,0,35,Yes,20.39,Yes,Yes,Two Year,No,Credit Card,55.25,0.0,0,0
Male,36,Yes,0,1,41,Yes,45.03,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,2.93,0,1
Male,37,No,0,0,13,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,48.59,0,0
Male,52,Yes,3,8,14,Yes,2.96,Yes,Yes,Month-to-Month,No,Credit Card,69.2,0.0,0,0
Male,27,No,0,0,14,Yes,43.5,No,No,Month-to-Month,No,Credit Card,19.9,0.0,0,0
Female,41,Yes,3,9,51,Yes,27.23,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,0.0,0,0
Female,37,No,0,0,1,Yes,13.01,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,0.0,0,1
Female,29,No,0,0,1,Yes,13.04,No,Yes,Month-to-Month,Yes,Credit Card,69.95,0.0,0,1
Female,49,Yes,0,9,68,Yes,44.79,No,Yes,One Year,No,Bank Withdrawal,55.9,0.0,20,0
Male,77,No,0,0,1,Yes,49.6,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.8,0.0,10,1
Female,38,No,0,0,60,Yes,16.81,No,Yes,Two Year,Yes,Bank Withdrawal,99.65,0.0,0,0
Male,78,No,0,0,7,Yes,32.4,Yes,Yes,Month-to-Month,No,Credit Card,73.75,0.0,0,1
Female,48,Yes,1,1,23,Yes,39.59,No,No,Two Year,No,Bank Withdrawal,20.4,0.0,0,0
Male,40,Yes,0,10,72,Yes,48.44,Yes,Yes,Two Year,No,Bank Withdrawal,82.3,0.0,0,0
Male,30,No,0,0,5,Yes,46.88,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,0.0,0,1
Female,29,Yes,3,9,6,Yes,5.52,No,No,Month-to-Month,No,Credit Card,19.7,0.0,0,0
Female,45,Yes,1,7,13,Yes,5.58,No,No,Two Year,Yes,Bank Withdrawal,19.75,0.0,0,0
Male,26,Yes,0,0,47,Yes,43.2,No,No,One Year,No,Bank Withdrawal,19.9,0.0,0,0
Male,73,Yes,0,8,14,Yes,45.76,No,No,One Year,No,Credit Card,19.65,0.0,0,0
Female,62,Yes,2,10,23,Yes,33.02,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.15,0.0,0,0
Female,47,Yes,0,8,72,Yes,43.29,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,0.0,110,0
Female,55,No,0,0,1,Yes,34.48,No,Yes,Month-to-Month,No,Credit Card,43.95,0.0,0,1
Female,33,No,0,0,66,Yes,43.14,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.1,0.0,0,0
Male,37,Yes,3,3,53,Yes,33.31,Yes,No,Two Year,No,Credit Card,25.55,37.37,0,0
Female,28,No,0,0,11,Yes,10.06,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,0.0,0,0
Male,44,No,0,0,61,Yes,7.82,Yes,Yes,Two Year,Yes,Credit Card,111.6,0.0,0,1
Male,64,No,0,0,1,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45,0.0,0,1
Male,34,Yes,0,1,67,Yes,28.4,Yes,Yes,One Year,No,Bank Withdrawal,87.4,0.0,0,1
Male,63,No,0,0,18,Yes,4.38,Yes,Yes,Month-to-Month,No,Credit Card,74.15,0.0,0,0
Male,42,Yes,0,1,18,Yes,34.17,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,0.0,0,0
Female,32,No,0,0,12,Yes,42.55,No,Yes,Month-to-Month,No,Bank Withdrawal,78.1,0.0,0,1
Female,73,Yes,0,5,27,Yes,10.19,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,0.0,0,1
Female,60,Yes,1,5,61,Yes,18.26,Yes,Yes,One Year,Yes,Credit Card,100.7,0.0,90,0
Female,25,Yes,0,1,65,Yes,27.69,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.65,0.0,0,0
Female,23,No,0,0,41,Yes,10.09,No,No,Two Year,No,Mailed Check,20.0,0.0,0,0
Male,51,Yes,2,10,19,Yes,9.47,Yes,Yes,Month-to-Month,No,Credit Card,50.1,0.0,120,0
Female,42,No,0,0,2,Yes,14.7,No,Yes,Month-to-Month,Yes,Credit Card,49.05,0.0,40,1
Male,73,Yes,0,3,2,Yes,4.19,Yes,Yes,Month-to-Month,Yes,Credit Card,86.85,0.0,40,1
Female,30,Yes,2,1,4,Yes,28.55,No,No,Month-to-Month,Yes,Bank Withdrawal,19.95,0.0,0,0
Male,34,Yes,1,6,25,Yes,37.97,No,Yes,Month-to-Month,No,Bank Withdrawal,54.3,0.0,0,0
Male,21,Yes,0,1,60,Yes,33.25,No,Yes,One Year,No,Bank Withdrawal,90.95,0.0,0,1
Female,32,Yes,0,0,8,Yes,26.41,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,0.0,0,1
Male,75,Yes,0,3,72,Yes,16.72,Yes,Yes,Two Year,No,Credit Card,84.45,0.0,0,0
Male,24,No,0,0,5,Yes,41.29,No,Yes,Month-to-Month,Yes,Credit Card,55.8,0.0,0,0
Male,24,No,0,0,10,Yes,13.16,No,No,Two Year,No,Credit Card,20.25,0.0,0,0
Female,43,Yes,0,1,59,Yes,29.6,No,Yes,One Year,Yes,Credit Card,81.25,0.0,0,0
Female,41,Yes,0,8,68,Yes,17.12,Yes,No,Two Year,No,Credit Card,25.8,0.0,0,0
Male,19,Yes,2,7,54,Yes,41.58,Yes,No,Two Year,Yes,Bank Withdrawal,24.05,0.0,0,0
Male,24,No,0,0,22,Yes,23.03,No,No,One Year,No,Credit Card,20.3,0.0,0,0
Female,19,Yes,0,6,49,Yes,28.42,Yes,Yes,Month-to-Month,Yes,Credit Card,52.15,0.0,50,0
Female,29,Yes,2,6,51,Yes,2.53,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,0.0,0,0
Female,50,Yes,2,4,19,Yes,38.43,Yes,No,Two Year,No,Credit Card,25.6,0.0,0,0
Female,56,Yes,0,9,14,Yes,19.03,No,No,One Year,No,Mailed Check,19.55,0.0,0,0
Male,70,Yes,0,1,57,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,12.07,0,1
Male,25,Yes,3,1,72,Yes,20.79,Yes,Yes,Two Year,Yes,Credit Card,97.75,0.0,0,0
Female,49,No,0,0,63,Yes,23.62,Yes,Yes,Two Year,No,Credit Card,98.0,0.0,0,0
Female,58,No,0,0,4,Yes,1.1,Yes,Yes,Month-to-Month,Yes,Credit Card,64.4,0.0,0,0
Male,32,Yes,0,2,17,Yes,45.35,No,Yes,One Year,No,Credit Card,64.8,0.0,0,0
Male,61,No,0,0,6,Yes,11.97,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,0.0,0,1
Male,21,No,0,0,56,Yes,25.41,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,0.0,0,1
Female,52,Yes,0,1,13,Yes,17.83,No,Yes,Month-to-Month,No,Bank Withdrawal,88.35,0.0,0,1
Female,59,Yes,0,1,6,Yes,6.94,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,0.0,0,1
Male,40,Yes,0,8,71,Yes,26.56,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.25,0.0,90,0
Male,23,Yes,0,3,10,Yes,39.35,No,No,One Year,No,Bank Withdrawal,19.6,0.0,0,0
Female,71,Yes,0,1,72,Yes,20.48,Yes,Yes,Two Year,Yes,Credit Card,88.05,0.0,0,0
Female,23,Yes,0,10,69,Yes,45.12,Yes,No,Two Year,Yes,Credit Card,24.95,0.0,0,0
Male,33,No,0,0,1,Yes,16.81,No,No,Month-to-Month,No,Credit Card,20.1,0.0,0,1
Male,57,Yes,1,3,47,Yes,38.25,No,Yes,Month-to-Month,No,Bank Withdrawal,90.05,0.0,0,0
Male,28,Yes,0,9,60,Yes,31.29,No,No,Two Year,Yes,Bank Withdrawal,20.5,0.0,0,0
Female,57,No,0,0,2,Yes,48.34,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,0.0,0,1
Male,37,No,0,0,53,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,46.3,0.0,0,0
Male,61,Yes,3,10,34,Yes,20.05,Yes,Yes,Month-to-Month,Yes,Credit Card,90.05,0.0,0,0
Male,35,Yes,0,4,60,Yes,43.57,No,Yes,One Year,Yes,Bank Withdrawal,65.85,0.0,0,0
Female,75,No,0,0,55,Yes,29.6,Yes,Yes,One Year,Yes,Bank Withdrawal,-2.0,0.0,0,0
Male,25,Yes,2,5,53,Yes,24.33,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,0.0,0,0
Male,39,No,0,0,5,Yes,45.25,No,Yes,One Year,Yes,Credit Card,70.0,0.0,10,1
Male,56,No,0,0,57,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.75,0.0,0,0
Male,47,Yes,0,1,1,Yes,14.9,No,Yes,Month-to-Month,Yes,Credit Card,45.85,0.0,0,1
Female,57,No,0,0,61,Yes,4.51,Yes,Yes,Two Year,No,Credit Card,86.45,0.0,0,0
Male,71,Yes,1,9,38,Yes,28.3,Yes,Yes,One Year,No,Bank Withdrawal,101.15,0.0,0,0
Female,30,No,0,0,60,Yes,22.88,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,0.0,0,0
Female,37,Yes,0,5,50,Yes,26.95,No,No,Two Year,No,Bank Withdrawal,20.15,0.0,0,0
Female,51,Yes,3,1,9,Yes,23.36,Yes,Yes,Month-to-Month,Yes,Credit Card,55.3,0.0,0,0
Female,22,Yes,2,5,71,Yes,22.36,No,No,Two Year,No,Credit Card,19.7,0.0,0,0
Female,61,Yes,0,1,46,Yes,37.02,No,Yes,Two Year,Yes,Credit Card,64.2,0.0,0,0
Male,24,Yes,3,8,35,Yes,48.3,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.95,31.9,0,0
Female,43,No,0,0,1,Yes,40.4,No,Yes,Month-to-Month,No,Bank Withdrawal,71.35,0.0,0,1
Female,34,No,0,0,23,Yes,10.41,No,No,One Year,Yes,Credit Card,19.65,0.0,0,0
Female,45,No,0,0,1,Yes,20.23,Yes,Yes,Month-to-Month,Yes,Credit Card,100.25,0.0,0,1
Male,79,Yes,0,5,21,Yes,42.95,No,Yes,One Year,Yes,Bank Withdrawal,-3.0,0.0,0,0
Male,40,Yes,1,2,16,Yes,31.99,No,No,Month-to-Month,No,Bank Withdrawal,19.75,0.0,0,0
Male,19,Yes,0,10,70,No,25.69,No,Yes,One Year,Yes,Bank Withdrawal,51.05,0.0,120,0
Male,44,No,0,0,66,Yes,30.96,No,Yes,Two Year,Yes,Bank Withdrawal,105.65,0.0,0,0
Female,20,No,0,0,1,Yes,17.23,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,0.0,0,1
Male,49,No,5,0,14,Yes,40.66,No,No,Month-to-Month,No,Credit Card,19.95,0.0,0,0
Female,42,Yes,1,7,46,Yes,27.65,No,No,Two Year,No,Bank Withdrawal,20.25,0.0,0,0
Male,42,No,0,0,49,Yes,18.97,Yes,Yes,One Year,Yes,Bank Withdrawal,100.6,0.0,0,1
Male,63,Yes,1,10,34,Yes,5.65,No,Yes,Month-to-Month,Yes,Credit Card,84.05,0.0,0,0
Male,26,Yes,0,4,68,Yes,14.79,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.0,0.0,0,1
Female,59,Yes,0,1,50,Yes,35.33,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,0.0,0,1
Female,23,No,0,0,25,Yes,9.57,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,0.0,0,0
Female,67,No,0,0,19,Yes,7.95,No,Yes,One Year,Yes,Mailed Check,105.0,0.0,20,0
Male,47,No,0,0,65,Yes,27.75,Yes,Yes,Two Year,No,Credit Card,-3.0,0.0,0,0
Female,47,Yes,0,1,3,Yes,38.09,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,0.0,0,1
Female,39,Yes,0,1,67,Yes,35.03,Yes,Yes,One Year,Yes,Bank Withdrawal,111.25,0.0,0,0
Female,51,No,0,0,8,Yes,18.82,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.25,0.0,0,0
Male,38,Yes,0,8,67,Yes,28.06,Yes,Yes,Two Year,No,Credit Card,70.9,0.0,0,0
Male,47,No,0,0,26,Yes,3.26,No,Yes,One Year,No,Credit Card,59.45,0.0,0,0
Male,74,Yes,0,1,57,Yes,49.91,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,12.59,0,1
Male,64,No,0,0,39,Yes,36.17,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.25,0.0,0,1
Male,28,Yes,1,1,47,Yes,39.25,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.25,0.0,0,0
Male,26,No,0,0,20,Yes,23.22,Yes,Yes,Month-to-Month,Yes,Mailed Check,98.55,0.0,0,0
Male,35,Yes,0,1,17,Yes,13.68,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,0.0,0,1
Male,62,No,0,0,52,Yes,28.3,No,No,Two Year,No,Bank Withdrawal,21.0,0.0,0,0
Male,22,Yes,2,3,10,Yes,36.37,Yes,No,Two Year,No,Credit Card,25.35,0.0,0,0
Female,19,Yes,0,0,61,Yes,10.21,No,Yes,One Year,No,Bank Withdrawal,93.7,0.0,0,0
Female,66,No,0,0,8,Yes,5.21,No,Yes,Month-to-Month,Yes,Credit Card,94.45,0.0,0,1
Female,70,Yes,0,1,72,Yes,24.44,Yes,Yes,Two Year,No,Credit Card,89.1,0.0,0,0
Male,45,No,0,0,24,Yes,2.33,No,Yes,Month-to-Month,Yes,Credit Card,51.1,0.0,0,0
Male,77,No,0,0,4,Yes,30.11,No,Yes,Two Year,No,Bank Withdrawal,69.35,0.0,0,0
Male,36,No,0,0,26,Yes,14.3,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.95,0.0,0,1
Female,59,Yes,0,10,66,Yes,37.38,Yes,Yes,One Year,No,Bank Withdrawal,89.0,0.0,0,0
Female,52,Yes,3,1,65,Yes,10.11,Yes,Yes,Two Year,No,Bank Withdrawal,91.55,0.0,0,0
Female,40,No,0,0,34,Yes,5.32,No,Yes,One Year,Yes,Bank Withdrawal,79.95,0.0,0,0
Female,41,Yes,0,10,45,Yes,26.01,No,Yes,Two Year,Yes,Credit Card,81.0,0.0,0,0
Female,43,Yes,2,4,71,Yes,15.73,Yes,Yes,Two Year,Yes,Credit Card,99.0,0.0,0,0
Male,36,No,0,0,18,Yes,12.5,Yes,Yes,One Year,Yes,Credit Card,82.0,0.0,0,1
Male,51,Yes,0,1,8,Yes,47.91,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,0.0,0,1
Female,43,Yes,1,1,3,No,25.69,No,Yes,Month-to-Month,Yes,Credit Card,31.0,0.0,20,1
Female,60,Yes,0,10,12,Yes,40.34,No,No,Two Year,Yes,Bank Withdrawal,20.05,0.0,0,0
Female,35,No,0,0,16,Yes,20.65,No,No,One Year,No,Credit Card,20.1,0.0,0,0
Female,77,No,0,0,72,Yes,14.12,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.1,44.81,0,0
Female,27,No,0,0,1,Yes,23.0,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,0.0,0,1
Male,77,Yes,0,0,10,Yes,6.01,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.55,0.0,0,1
Female,38,No,0,0,62,No,25.69,No,Yes,Two Year,Yes,Credit Card,43.6,0.0,0,0
Male,28,No,0,0,4,Yes,42.06,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,0.0,0,1
Male,34,No,0,0,53,Yes,39.37,Yes,No,One Year,No,Bank Withdrawal,24.05,0.0,0,0
Female,31,Yes,2,7,52,Yes,7.99,No,Yes,One Year,No,Bank Withdrawal,100.3,0.0,0,0
Male,74,No,0,0,19,Yes,39.97,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,0.0,0,1
Male,58,No,2,0,18,Yes,34.07,No,Yes,Month-to-Month,Yes,Credit Card,45.65,0.0,40,0
Male,71,Yes,0,1,51,No,25.69,No,Yes,Month-to-Month,Yes,Credit Card,29.45,0.0,0,0
Male,69,No,0,0,6,Yes,19.74,No,Yes,Month-to-Month,No,Credit Card,44.7,0.0,0,0
Male,75,No,0,0,72,Yes,24.67,Yes,Yes,Two Year,No,Bank Withdrawal,113.8,0.0,0,0
Male,26,Yes,1,7,72,Yes,21.29,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.6,26.7,0,0
Male,60,Yes,0,3,71,Yes,47.34,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.0,0.0,0,1
Male,72,No,0,0,57,Yes,9.1,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.75,0.0,0,0
Male,38,Yes,0,3,58,Yes,22.14,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.1,0.0,110,0
Female,33,Yes,2,0,71,Yes,4.15,Yes,No,Two Year,No,Bank Withdrawal,25.45,0.0,0,0
Female,46,Yes,1,1,72,Yes,24.9,Yes,Yes,Two Year,No,Credit Card,84.7,0.0,0,0
Male,35,No,0,0,17,Yes,27.66,No,No,Two Year,No,Credit Card,19.15,28.63,0,0
Male,79,No,0,0,39,Yes,41.93,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.65,0.0,150,1
Female,24,Yes,1,10,8,Yes,31.86,No,Yes,Month-to-Month,No,Bank Withdrawal,56.3,0.0,30,0
Female,37,No,0,0,68,Yes,32.99,No,No,Two Year,No,Credit Card,19.6,0.0,0,0
Male,58,Yes,3,8,28,No,25.69,No,Yes,One Year,Yes,Credit Card,60.0,0.0,0,0
Female,23,No,0,0,1,Yes,32.86,Yes,Yes,Month-to-Month,Yes,Mailed Check,75.05,0.0,0,1
Male,21,Yes,3,6,71,Yes,11.3,No,No,Two Year,No,Mailed Check,19.45,0.0,0,0
Male,69,No,0,0,30,Yes,19.92,Yes,Yes,Two Year,Yes,Credit Card,69.1,21.08,0,0
Male,53,Yes,0,7,34,Yes,26.03,No,No,One Year,No,Credit Card,19.6,0.0,0,0
Male,56,No,0,0,32,Yes,37.48,Yes,Yes,One Year,No,Credit Card,83.7,0.0,0,0
Male,58,Yes,3,8,6,Yes,31.73,Yes,No,Two Year,No,Mailed Check,25.4,0.0,0,0
Female,35,Yes,0,6,45,Yes,42.32,Yes,No,Two Year,No,Credit Card,25.5,0.0,0,0
Female,31,No,0,0,37,No,25.69,No,Yes,Month-to-Month,No,Credit Card,28.6,0.0,0,1
Male,75,No,0,0,11,Yes,2.63,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.4,0.0,40,0
Female,76,Yes,0,6,1,Yes,41.16,No,Yes,Month-to-Month,Yes,Mailed Check,76.4,0.0,0,1
Female,27,Yes,0,10,23,No,25.69,No,Yes,Two Year,No,Credit Card,34.6,0.0,0,0
Female,32,No,0,0,29,Yes,17.87,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.1,0.0,0,0
Male,27,Yes,1,1,68,Yes,29.67,Yes,Yes,One Year,Yes,Bank Withdrawal,85.5,0.0,0,0
Male,36,Yes,0,1,17,No,25.69,No,Yes,Month-to-Month,No,Mailed Check,34.4,0.0,0,0
Male,54,No,0,0,69,Yes,17.74,No,No,Two Year,Yes,Bank Withdrawal,19.3,0.0,0,0
Male,77,Yes,0,3,59,No,25.69,No,Yes,Two Year,Yes,Credit Card,64.05,0.0,0,0
Male,33,Yes,0,3,32,Yes,47.89,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,0.0,0,0
Male,69,Yes,0,0,29,Yes,10.55,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.3,0.0,0,0
Male,24,Yes,0,0,59,Yes,6.91,Yes,Yes,One Year,No,Bank Withdrawal,85.55,0.0,0,1
Male,42,Yes,1,2,28,No,25.69,No,Yes,One Year,No,Credit Card,50.8,0.0,0,0
Male,29,No,0,0,15,Yes,44.86,Yes,Yes,Month-to-Month,Yes,Mailed Check,76.0,0.0,0,1
Male,64,No,0,0,50,Yes,40.83,No,Yes,Month-to-Month,Yes,Credit Card,93.5,0.0,0,0
Female,79,No,0,0,5,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,45.7,0.0,0,1
Female,50,Yes,0,7,14,Yes,4.45,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.1,0.0,0,0
Female,23,No,0,0,20,Yes,10.97,No,No,Month-to-Month,Yes,Bank Withdrawal,19.5,0.0,0,0
Male,70,No,0,0,35,Yes,35.1,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,0.0,80,1
Male,69,Yes,0,0,6,Yes,47.9,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,0.0,0,1
Male,65,No,0,0,14,Yes,37.62,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,0.0,0,0
Male,61,No,0,0,23,Yes,8.5,Yes,Yes,Month-to-Month,Yes,Credit Card,96.9,0.0,0,0
Male,23,Yes,3,1,71,Yes,14.14,No,Yes,One Year,Yes,Bank Withdrawal,104.65,0.0,0,0
Male,58,Yes,0,1,28,Yes,9.62,Yes,Yes,One Year,No,Bank Withdrawal,106.1,0.0,0,1
Female,31,Yes,0,10,64,Yes,19.22,No,Yes,One Year,Yes,Credit Card,96.9,13.37,0,0
Female,56,No,0,0,3,No,25.69,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,0.0,0,1
Female,23,No,0,0,34,Yes,7.99,Yes,Yes,Month-to-Month,Yes,Credit Card,109.8,0.0,0,1
Female,51,No,0,0,1,Yes,43.49,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,0.0,0,1
Female,70,No,0,0,33,Yes,17.24,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110.45,0.0,70,1
Male,38,No,0,0,12,Yes,13.88,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.55,0.0,0,0
Male,75,Yes,0,7,72,Yes,11.23,Yes,Yes,One Year,Yes,Credit Card,97.25,0.0,0,0
Male,65,Yes,0,9,36,Yes,47.16,No,Yes,One Year,No,Credit Card,54.1,1.09,0,0
